城市,样本平均价,环比涨跌,同比涨跌
全国(百城),9220,1.06,0
北京,23182,0.14,0
上海,25407,1.34,0
天津,10005,1.68,0
重庆,6895,1.38,0
深圳,22995,0.2,0
广州,13062,0.63,0
杭州,16907,0.65,0
南京,11606,-0.07,0
武汉,7222,1.72,0
成都,7396,1.41,0
苏州,10941,0.66,0
大连,10893,-0.06,0
厦门,13589,4.8,0
西安,6834,1.14,0
长沙,5251,3.47,0
宁波,13481,-0.37,0
东莞,7738,1.5,0
无锡,8916,1.5,0
福州,12084,3.55,0
沈阳,5838,2.37,0
青岛,8990,2.07,0
济南,7966,0.59,0
南昌,8059,1.72,0
合肥,6415,0.9,0
郑州,7080,0.94,0
太原,5494,1.44,0
石家庄,5545,-0.05,0
长春,6091,1.2,0
哈尔滨,6691,-0.42,0
呼和浩特,6387,2.06,0
海口,13429,0.88,0
南宁,7927,0.71,0
兰州,6667,1,0
昆明,8089,2.13,0
贵阳,5031,1.33,0
西宁,4910,1.22,0
银川,4725,-0.23,0
乌鲁木齐,5250,3.45,0
温州,14592,3.36,0
潍坊,3872,0.78,0
包头,5230,1.79,0
北海,5497,1.25,0
常州,7438,1.75,0
桂林,4562,2.84,0
嘉兴,7800,0.03,0
南通,10022,2.92,0
唐山,5863,1.63,0
徐州,5037,1.49,0
镇江,5894,3.15,0
扬州,8348,1.83,0
佛山,8132,1.25,0
惠州,5745,1.48,0
昆山,8624,-0.56,0
廊坊,6437,0.91,0
连云港,4760,0.83,0
洛阳,4816,1.95,0
秦皇岛,6354,0.92,0
三亚,26299,0.78,0
汕头,6856,0.5,0
烟台,5874,1.33,0
中山,6123,0.02,0
珠海,10616,4.2,0
吉林,5508,1.79,0
金华,9443,0.59,0
泉州,6310,1.14,0
赣州,4920,2.12,0
宜昌,4957,0.67,0
湛江,5409,3.15,0
江门,5728,-0.1,0
舟山,0,0,0
鞍山,4867,1.29,0
宝鸡,4023,0.65,0
保定,4397,1.92,0
德州,4186,-0.66,0
东营,5256,0.13,0
鄂尔多斯,7890,0.92,0
邯郸,4256,0.95,0
菏泽,3102,3.47,0
湖州,7825,1.77,0
宿迁,4205,1.37,0
江阴,7045,0.06,0
聊城,4481,3.11,0
柳州,5372,0.51,0
马鞍山,5705,0.55,0
绵阳,4408,2.97,0
日照,6028,1.06,0
淮安,4477,1.36,0
台州,11143,1.34,0
泰州,5842,2.26,0
威海,5529,1.84,0
吴江,9552,0.63,0
芜湖,6197,2.97,0
湘潭,3439,0.44,0
新乡,2958,2.96,0
营口,4561,0.51,0
张家港,9280,0.92,0
株洲,3521,3.68,0
淄博,5512,2.51,0
衡水,3237,2.02,0
绍兴,9974,0.02,0
常熟,7818,0.12,0
